Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13
Button/Name/AmonTentacleDShowsAoE;World Cleave [Shows AoE];Рассекание мира [показ области действия];Weltenschlitzer [Flächeneffekt sichtbar];Fisura del mundo [Muestra área de efecto];Hendidura global [Muestra AdE];Fente du monde [AoE visible];Squarcio dei Mondi [Mostra AdE];세계 절단 [범위 효과를 보여줌];Rozdzieranie światów [Shows AoE];Corte Planetário [Mostrar AdE];World Cleave [Shows AoE];
Button/Name/AncillaryCarapace;Chitinous Carapace;Хитиновый щиток;Chitinpanzer;Caparazón quitinoso;Caparazón quitinoso;Carapace chitineuse;Carapace chitinoso;키틴질 갑피;Karapaks chitynowy;Carapaça Quitinosa;生物甲壳;幾丁化蟲殼
Button/Name/AncillaryCarapaceHydralisk;Ancillary Carapace;Вспомогательный панцирь;Zusätzlicher Panzer;Caparazón auxiliar;Caparazón auxiliar;Carapace auxiliaire;Carapace ancillare;보조 갑피;Dodatkowy karapaks;Carapaça Auxiliar;附属甲壳;輔助性蟲殼
Button/Name/AnionPulseCrystal;Anion Pulse-Crystals;Анионные импульс-кристаллы;Anionen-Impulskristall;Cristales de pulso de aniones;Cristales de impulso aniónicos;Cristaux à impulsion anionique;Cristalli a impulsi ionici;음이온파 수정;Anionowe kryształy impulsowe;Cristais de Pulso Aniônico;阴离子脉冲水晶;負離子脈衝水晶
Button/Name/AoEHealing;AoE Healing;Лечение по области;Flächenheilung;Sanación de AdE;Curación con AdE;Soins de zone;Cura ad area;광역 치유;Uzdrowienie obszarowe;Cura de AdE;范围性治疗;範圍治療
Button/Name/ApocaliskBurrowCharge;Burrow Charge;Подземный рывок;Untertunneln;Carga subterránea;Ataque enterrado;Charge enfouie;Carica sotterranea;잠복 돌진;Podziemna szarża;Investida Subterrânea;潜地冲锋;遁地突襲
Button/Name/Apocalypse;Apocalypse;Апокалипсис;Apokalypse;Apocalipsis;Apocalipsis;Apocalypse;Apocalisse;파멸;Apokalipsa;Apocalipse;天启;毀天滅地
Button/Name/ApolloCloakOnNova;Cloak;Маскировка;Tarnung;Invisibilidad;Camuflar;Camouflage;Occultamento;은폐;Maskowanie;Camuflagem;隐形;匿蹤
Button/Name/ArbiterCloakField;Cloak Field;Маскировочное поле;Tarnfeld;Campo de invisibilidad;Campo de camuflaje;Champ de camouflage;Campo di occultamento;은폐장;Pole maskujące;Campo de Invisibilidade;隐形力场;匿蹤力場
Button/Name/ArcNodeSpawnShadowOfTheVoid;Arc Node Spawn Shadow Of The Void;Узловой блок - создать Тень Пустоты;Leerententakel - Schatten der Leere erschaffen;Nodo de arco de creación: sombra del vacío;Nodo de arco - Engendrar - Sombra del Vacío;Nœud d’arc - Générer une ombre du Vide;Nodo arco - Genera Ombra del Vuoto;아크 노드 공허의 그림자 생성;Wątek, Węzeł, Powij, Cień Otchłani;Nodo de Arco - Gerar Sombra do Vazio;Arc Node Spawn Shadow Of The Void;弧形節點 - 產生虛空暗影
Button/Name/ArchAngelCoopBombardment;Bombardment;Артиллерийский обстрел;Bombardierung;Bombardeo;Bombardeo;Bombardement;Bombardamento;폭격;Bombardowanie;Bombardeio;轰炸;轟炸
Button/Name/ArchAngelCoopGunShot;Minigun Strafe;Пулеметный обстрел;Minigunbeschuss;Ráfaga de ametralladora;Ráfaga de minigun;Mini-canon mitrailleur;Minigun;기관총 난사;Ostrzał z działka;Rajada da Miniarma;机枪扫射;機槍掃射
Button/Name/ArchAngelCoopGunShotCharge;Charge Up;Интенсивный режим;Überladen;Cargar;Cargar;Recharge;Caricamento;충전;Doładowanie;Carregar;充能;蓄力
Button/Name/ArchAngelCoopMissileShot;Fire Missile;Запустить ракеты;Rakete abfeuern;Disparar misil;Misil de ataque;Lancer le missile;Missile;미사일 발사;Odpalenie rakiety;Disparar Míssil;烈焰飞弹;火焰飛彈
Button/Name/ArchAngelCoopRepel;Repel;Противостояние;Rückstoß;Repeler;Repeler;Repousser;Respingi;격퇴;Odparcie;Repelir;反击;震退
Button/Name/ArchAngelPnPEMP;Stasis Chamber Breaker Missiles;Ракеты для уничтожения стазисной камеры;Stasiskammerbrecherraketen;Misiles destructores de cámara de estasis;Misiles demoledores de cámara de estasis;Missiles anti chambre de stase;Missili perforanti;정지장 보관소 파괴 미사일;Komora hibernacyjna, Pociski niszczące;Mísseis Destruidores de Câmaras de Estase;静滞舱破坏者飞弹;靜滯艙摧毀飛彈
Button/Name/ArchAngelPnPEMPAir;Stasis Chamber Breaker Bombs;Бомбы для уничтожения стазисной камеры;Stasiskammerbrecherbomben;Bombas destructoras de cámara de estasis;Bombas demoledoras de cámara de estasis;Bombes anti chambre de stase;Bombe perforanti;정지장 보관소 파괴 폭탄;Komora hibernacyjna, Bomby niszczące;Bombas Destruidoras de Câmaras de Estase;静滞舱破坏者炸弹;靜滯艙摧毀炸彈
Button/Name/ArchiveSeal;Seal Archive;Запечатать архив;Siegel - Archiv;Sellar archivo;Sellar archivo;Sceller l’Archive;Sigilla archivio;보관소 봉인;Zamknij archiwum;Vedar arquivo;封闭文献馆;封印文庫
Button/Name/ArchiveShakurasLower;Archive Shakuras - Lower;Архив Шакураса - опустить;Archiv, Shakuras - Senken;Archivo de Shakuras - Bajar;Archivo de Shakuras - Bajar;Archive de Shakuras - Baisser;Archivio di Shakuras - Abbassa;샤쿠라스 보관실 - 내리기;Archiwa Shakuras – Obniż;Arquivo Shakuras - Baixar;Archive Shakuras - Lower;夏庫拉斯文庫 - 降下
Button/Name/ArchiveShakurasRaise;Archive Shakuras - Raise;Архив Шакураса - поднять;Archiv, Shakuras - Heben;Archivo de Shakuras - Subir;Archivo de Shakuras - Subir;Archive de Shakuras - Lever;Archivio di Shakuras - Alza;샤쿠라스 보관실 - 올리기;Archiwa Shakuras – Podnieś;Arquivo Shakuras - Levantar;Archive Shakuras - Raise;夏庫拉斯文庫 - 升起
Button/Name/ArchonAdvancedMergeSelection;Archon Merge;Слияние в архонта;Archon-Verschmelzung;Fusionar arconte;Arconte - Fusión;Fusion en archonte;Fusione in Arconte;집정관 합체;Archont – scalenie;Arconte Combinar;执政官融合;合併執政官
Button/Name/AresClassWeaponsSystem;Ares-Class Targeting System | Laser Targeting System;Лазерное наведение | Системы наведения класса «Арес»;Lasergestützte Zielerfassung | Zielsystem der Ares-Klasse;Sistema de objetivos de clase ares | Sistema de puntería láser;Sistema de focalización clase Ares | Sistema de focalización láser;Système de ciblage de classe Arès | Système de ciblage laser;Sistema di puntamento classe Ares | Sistema di puntamento laser;레이저 조준 시스템 | 아레스급 목표물 설정 시스템;Laserowy system celowniczy | System celowniczy klasy Ares;Sistema de Mira Laser | Sistema de armas classe Ares;激光瞄准系统 | 阿瑞斯级瞄准系统;戰神級瞄準系統 | 雷射瞄準系統
Button/Name/AresClassWeaponsSystemviking;Phobos Weapons System | Phobos-Class Weapons System;Боевая система класса «Фобос»;Phobos-Waffensysteme | Waffensystem der Phobos-Klasse;Sistema de armamento de clase phobos | Sistema de armamento phobos;Sistema de armas Fobos | Sistema de armas clase Fobos;Système d’armement Phobos | Système d’armement de classe Phobos;Armamento classe Fobos;포보스급 무기 시스템;System uzbrojenia klasy Phobos;Sistema de Armas Fobos | Sistema de armas classe Fobos;福波斯武器系统 | 福波斯级武器系统;福波斯武器系統 | 福波斯級武器系統
Button/Name/ArmorResearchSupplicantShieldArmor;Research Blood Shields;Разработать кровавые щиты;Blutschilde erforschen;Investigar escudos de sangre;Investigar Escudos sangrientos;Rechercher Boucliers de sang;Ricerca Scudi sanguinei;피의 보호막 연구;Opracuj krwawe osłony;Pesquisar Escudos de Sangue;研究鲜血护盾;研發血之護盾
Button/Name/ArmoryDoubleQueue;Armory Double Queue;Двойная очередь в арсенале;Waffenlager - Doppelte Bauliste;Cola doble de arsenal;Cola doble para Armería;Double file d’attente d’armurerie;Armeria duplicata;무기고 이중 대기열;Zbrojownia, Podwójna kolejka;Armory Double Queue;军械库双重队列;兵工廠雙重佇列
Button/Name/ArtanisAstralWind;Astral Wind;Звездный ветер;Astralwind;Viento astral;Viento astral;Vent astral;Vento astrale;별의 바람;Astralne Wichry;Vento Astral;星界之风;星癒之風
Button/Name/ArtanisAttackSpec;Attack Specialization;Специализация: атака;Angriffsspezialisierung;Especialización de ataque;Especialización de ataque;Spécialisation attaque;Specializzazione Attacco;공격 전문화;Specjalizacja ataku;Especialização de Ataque;攻击特化;攻擊專精
Button/Name/ArtanisCasterSpec;Caster Specialization;Специализация: особые способности;Fähigkeitenspezialisierung;Especialización de hechizos;Especialización de lanzador;Spécialisation lanceur de sorts;Specializzazione Distanza;시전자 전문화;Rzucający, Specjalizacja;Especialização de Lançador;施法特化;施放者專長
Button/Name/ArtanisChannel;Artanis Channel - On;Поддерживаемая способность Артаниса - вкл.;Artanis, Kanalisierung - Ein;Artanis: canalización activada;Artanis - Canalización - Activada;Canal d’Artanis - Marche;Artanis - Attiva incanalamento;아르타니스 집중 - 켜기;Artanis, Podtrzymywanie – Wł.;Canalização de Artanis - Ligada;Artanis Channel - On;
Button/Name/ArtanisChannelOff;Artanis Channel - Off;Поддерживаемая способность Артаниса - выкл.;Artanis, Kanalisierung - Aus;Artanis: canalización desactivada;Artanis - Canalización - Desactivada;Canal d’Artanis - Arrêt;Artanis - Disattiva incanalamento;아르타니스 집중 - 끄기;Artanis, Podtrzymywanie – Wył.;Canalização de Artanis - Desligada;Artanis Channel - Off;
Button/Name/ArtanisFeedback;Feedback;Противодействие;Rückkopplung;Retroalimentación;Retroalimentación;Répercussion;Contrappasso;환류;Sprzężenie zwrotne;Feedback;能量反蚀;潰蝕
Button/Name/ArtanisForceOfWill;Force Of Will;Сила воли;Willensstärke;Fuerza de voluntad;Fuerza de voluntad;Forte volonté;Forza di volontà;의지의 힘;Siła Woli;Força de Vontade;意志力场;意志之力
Button/Name/ArtanisHeroicShield;Heroic Shield;Героический щит;Heroischer Schild;Escudo heroico;Escudo heroico;Bouclier héroïque;Scudo Eroico;영웅 보호막;Osłona bohaterska;Escudo Heroico;英雄护盾;英雄護盾
Button/Name/ArtanisInspire;Inspire;Воодушевление;Inspirieren;Inspirar;Inspiración;Inspiration;Ispirazione;격려;Natchnienie;Inspirar;激励;激勵
Button/Name/ArtanisLightningDash;Lightning Dash;Молниеносный рывок;Blitzsprint;Carga de relámpagos;Embestida relámpago;Sprint éclair;Scatto fulmineo;번개 돌진;Uderzenie Błyskawicy;Investida Relâmpago;闪电冲锋;電光突擊
Button/Name/ArtanisMaelstrom;Maelstrom;Темный вихрь;Mahlstrom;Vorágine;Maelstrom;Maelström;Maelstrom;혼돈의 폭풍;Malstrom;Turbilhão;灵能漩涡;混沌風暴
Button/Name/ArtanisOvercharge;Overcharge;Перегрузка;Überladen;Sobrecarga;Sobrecarga;Saturation;Sovraccarico;과충전;Przeciążenie;Sobrecarga;超载;超載
Button/Name/ArtanisPremonition;Premonition;Предчувствие;Vorahnung;Premonición;Premonición;Prémonition;Premonizione;예감;Przewidywanie;Premonição;预兆;預感
Button/Name/ArtanisResurgence;Resurgence;Возрождение;Wiederkehr;Resurgimiento;Resurgimiento;Résurgence;Rinascita;회생;Odrodzenie;Ressurgência;复苏;復甦
Button/Name/ArtanisTemporalField;Temporal Field;Темпоральное поле;Temporales Feld;Campo temporal;Campo temporal;Champ temporel;Campo temporale;감속장;Pole Czasowe;Campo Temporal;时空力场;時空力場
Button/Name/ArtilleryDuctsPassive;Artillery Ducts;Артиллерийские каналы;Artilleriekanal;Conductos de artillería;Ductos de artillería;Conduits d’artillerie;Condotti d'artiglieria;포관;Kanały artyleryjskie;Duto de Artilharia;炮击导管;砲擊導管
Button/Name/AscendantPassive;Ascendant;Посвященный;Aspirant;Ascendiente;Ascendiente;Aspirant;Ascendente;승천자;Wyniesiony;Ascendente;晋升者;飛升者
Button/Name/AscendantSacrifice;Sacrifice;Жертвоприношение;Opfern;Sacrificar;Sacrificio;Sacrifice;Sacrificio;제물;Ofiarowanie;Sacrifício;献祭;獻祭
Button/Name/AssaultModeLocked;Assault Mode;Штурмовой режим;Sturmmodus;Modo asalto;Modo Asalto;Mode Assaut;Assetto d'assalto;돌격 모드;Tryb Szturmowy;Modo Assalto;突击模式;突擊模式
Button/Name/AttackAllowsInvulnerable;Attack;Атаковать;Angreifen;Atacar;Atacar;Attaque;Attacca;공격;Atak;Ataque;攻击;攻擊
Button/Name/AttackBuildingWithoutSimpleCommandCard;Attack;Атаковать;Angriff;Atacar;Ataque;Attaquer;Attacca;공격;Atak;Ataque;攻击;攻擊
Button/Name/AttackChampions;Attack;Атаковать;Angreifen;Atacar;Ataque;Attaquer;Attacca;공격;Atak;Ataque;攻击;攻擊
Button/Name/AutoCreateInfestedCivilianAmmo;Automated Mitosis;Автоматический митоз;Automatisierte Mitose;Mitosis automatizada;Mitosis automatizada;Mitose automatique;Mitosi automatizzata;자동 분열;Samoczynna mitoza;Mitose Automatizada;自行裂生;自動分裂
Button/Name/AutoInjectLarva;Auto Inject Larva;Автоматический ввод личинки;Larven erschaffen (automatisch);Autoinyectarse larva;Inyectar Larva automáticamente;Auto-injecter une larve;Inoculazione larvale;애벌레 자동 주입;Automatyczne Wszczepienie Larw;Autoinjetar Larva;自动幼虫注射;自動產卵
Button/Name/AutoTurret_BlackOps;Auto Turret Black Ops;Элитная автотурель;Automatischer Geschützturm - Spezialeinheit;Torreta automática de operación encubierta;Torreta automática - Operaciones secretas;Tourelle automatisée des Opérations spéciales;Torretta automatica - Operazioni segrete;자동 포탑 기밀 작전;Wieżyczka automatyczna tajnych oddziałów;Torre de Artilharia Automatizada - Operações Secretas;自动炮塔黑色行动;秘密行動自動砲台
Button/Name/AutomatedAssimilator;Orbital Assimilator;Орбитальный ассимилятор;Orbitaler Assimilator;Asimilador orbital;Asimilador orbital;Assimilateur orbital;Assimilatore orbitale;궤도 융화소;Asymilator Orbitalny;Assimilador Orbital;轨道吸纳舱;軌道瓦斯處理廠
Button/Name/AutomatedAssimilatorZeratul;Warp In Ancient Assimilator;Вызвать древний ассимилятор;Uralten Assimilator heranwarpen;Invocar asimilador ancestral;Transposicionar Asimilador ancestral;Transférer un assimilateur antique;Evoca Assimilatore ancestrale;고대 융화소 소환;Przyzwanie starożytnego asymilatora;Transdobrar Assimilador Ancestral;折跃古代吸纳舱;躍傳古代瓦斯處理廠
Button/Name/AutomatedAssimilatorZeratulPassive;Ancient Assimilator;Древний ассимилятор;Uralter Assimilator;Asimilador ancestral;Asimilador ancestral;Assimilateur antique;Assimilatore ancestrale;고대 융화소;Starożytny asymilator;Assimilador Ancestral;古代吸纳舱;古代瓦斯處理廠
Button/Name/AutomatedExtractor;Mutate into Automated Extractor;Мутировать в автоматический экстрактор;Zu automatisiertem Extraktor mutieren;Mutar en extractor automatizado;Mutar en Extractor automatizado;Muter en extracteur automatisé;Muta in Estrattore automatizzato;자동 추출장으로 변이;Mutuj w autonomiczny ekstraktor;Transmutar em Extrator Automatizado;变异为自动萃取房;突變為自動化瓦斯萃取巢
Button/Name/AutomatedRefinery;Build Automated Refinery;Построить автоматический экстрактор;Automatisierte Raffinerie bauen;Construir refinería automatizada;Construir Refinería automatizada;Construire une raffinerie automatisée;Costruisci Raffineria automatizzata;자동 정제소 건설;Postaw zautomatyzowaną rafinerię.;Construir Refinaria automatizada;建造自动化精炼厂;建造自動化瓦斯精煉廠
Button/Name/AutomatedRepair;Automated Repair;Автоматический ремонт;Automatische Reparatur;Reparación automática;Reparación automatizada;Auto-réparation;Riparazione automatizzata;자동 수리;Automatyczna naprawa;Conserto automático;自动修理;自動修復
Button/Name/AvengerPassive;Avenger;Мститель;Vergelter;Vengador;Vengador;Vengeur;Vendicatore;복수자;Mściciel;Vingador;复仇者;復仇者
